Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2021,YEAR,,COUNTY,ARKANSAS,5,EAST CENTRAL,60,MONROE,95,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,173.8,3.8
SURVEY,2021,YEAR,,COUNTY,ARKANSAS,5,EAST CENTRAL,60,PHILLIPS,107,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,186.5,3.8
SURVEY,2021,YEAR,,COUNTY,ARKANSAS,5,EAST CENTRAL,60,PRAIRIE,117,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,189,3.4
SURVEY,2021,YEAR,,COUNTY,ARKANSAS,5,EAST CENTRAL,60,SAINT FRANCIS,123,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,178.9,2.5
SURVEY,2021,YEAR,,COUNTY,ARKANSAS,5,EAST CENTRAL,60,WOODRUFF,147,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,194,2.6
SURVEY,2021,YEAR,,COUNTY,ARKANSAS,5,NORTHEAST,30,JACKSON,67,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,183.7,3.2
SURVEY,2021,YEAR,,COUNTY,ARKANSAS,5,NORTHEAST,30,POINSETT,111,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,176.6,4.6
SURVEY,2021,YEAR,,COUNTY,ARKANSAS,5,NORTHEAST,30,WHITE,145,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,185.3,5.7
SURVEY,2021,YEAR,,COUNTY,ARKANSAS,5,SOUTHEAST,90,ASHLEY,3,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,186,1.3
SURVEY,2021,YEAR,,COUNTY,ARKANSAS,5,SOUTHEAST,90,CHICOT,17,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,181.9,1.3
SURVEY,2021,YEAR,,COUNTY,ARKANSAS,5,SOUTHEAST,90,DESHA,41,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,186,4.8
SURVEY,2021,YEAR,,COUNTY,ARKANSAS,5,SOUTHEAST,90,DREW,43,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,182,3.1
SURVEY,2021,YEAR,,COUNTY,ARKANSAS,5,SOUTHEAST,90,JEFFERSON,69,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,190,1.5
SURVEY,2021,YEAR,,COUNTY,ARKANSAS,5,SOUTHEAST,90,LINCOLN,79,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,180.7,2.0
SURVEY,2021,YEAR,,COUNTY,ARKANSAS,5,SOUTHWEST,70,LAFAYETTE,73,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,150.9,3.8
SURVEY,2021,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,JOHNSON,71,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,141.5,12.1
SURVEY,2021,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,LOGAN,83,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,161.5,9.6
SURVEY,2021,YEAR,,COUNTY,ARKANSAS,5,WEST CENTRAL,40,YELL,149,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,157.2,12.4
SURVEY,2021,YEAR,,COUNTY,CALIFORNIA,6,,99,OTHER COUNTIES,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,179.5,2.5
SURVEY,2021,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,COLUSA,11,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,191.8,8.5
SURVEY,2021,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SACRAMENTO,67,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,216.2,4.5
SURVEY,2021,YEAR,,COUNTY,CALIFORNIA,6,SACRAMENTO VALLEY,50,SUTTER,101,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,169.9,33.7
SURVEY,2021,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,KERN,29,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,157,17.6
SURVEY,2021,YEAR,,COUNTY,CALIFORNIA,6,SAN JOAQUIN VALLEY,51,SAN JOAQUIN,77,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,202,3.9
SURVEY,2021,YEAR,,COUNTY,COLORADO,8,,99,OTHER COUNTIES,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,138.9,5.9
SURVEY,2021,YEAR,,COUNTY,COLORADO,8,EAST CENTRAL,60,ADAMS,1,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,40.8,22.2
SURVEY,2021,YEAR,,COUNTY,COLORADO,8,EAST CENTRAL,60,CHEYENNE,17,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,68.1,15.0
SURVEY,2021,YEAR,,COUNTY,COLORADO,8,EAST CENTRAL,60,ELBERT,39,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,26.4,51.3
SURVEY,2021,YEAR,,COUNTY,COLORADO,8,EAST CENTRAL,60,KIOWA,61,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,39.5,47.0
SURVEY,2021,YEAR,,COUNTY,COLORADO,8,EAST CENTRAL,60,KIT CARSON,63,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,107.3,8.0
SURVEY,2021,YEAR,,COUNTY,COLORADO,8,EAST CENTRAL,60,LINCOLN,73,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,38.2,8.6
SURVEY,2021,YEAR,,COUNTY,COLORADO,8,EAST CENTRAL,60,PHILLIPS,95,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,139.7,15.8
SURVEY,2021,YEAR,,COUNTY,COLORADO,8,EAST CENTRAL,60,WASHINGTON,121,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,47,14.2
SURVEY,2021,YEAR,,COUNTY,COLORADO,8,EAST CENTRAL,60,YUMA,125,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,189.1,5.6
SURVEY,2021,YEAR,,COUNTY,COLORADO,8,NORTHEAST,20,LOGAN,75,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,155.2,11.8
SURVEY,2021,YEAR,,COUNTY,COLORADO,8,NORTHEAST,20,MORGAN,87,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,194.4,7.4
SURVEY,2021,YEAR,,COUNTY,COLORADO,8,NORTHEAST,20,WELD,123,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,170.1,10.2
SURVEY,2021,YEAR,,COUNTY,COLORADO,8,SOUTHEAST,90,BENT,11,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,186.5,9.3
SURVEY,2021,YEAR,,COUNTY,COLORADO,8,SOUTHEAST,90,PUEBLO,101,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,205.9,16.3
SURVEY,2021,YEAR,,COUNTY,COLORADO,8,SOUTHWEST,70,DELTA,29,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,217.2,7.9
SURVEY,2021,YEAR,,COUNTY,COLORADO,8,SOUTHWEST,70,MESA,77,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,223.2,5.5
SURVEY,2021,YEAR,,COUNTY,DELAWARE,10,CENTRAL,50,KENT,1,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,188.5,2.2
SURVEY,2021,YEAR,,COUNTY,DELAWARE,10,NORTHERN,20,NEW CASTLE,3,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,179.4,4.8
SURVEY,2021,YEAR,,COUNTY,DELAWARE,10,SOUTHERN,80,SUSSEX,5,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,182.3,1.4
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,,99,OTHER COUNTIES,,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,156.9,1.6
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,CENTRAL,50,BLECKLEY,23,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,196.6,3.5
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,CENTRAL,50,DODGE,91,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,202.7,3.7
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,CENTRAL,50,JOHNSON,167,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,162.7,16.4
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,CENTRAL,50,LAURENS,175,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,168.5,13.9
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,CENTRAL,50,TWIGGS,289,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,164.6,12.7
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,CENTRAL,50,WASHINGTON,303,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,199.8,7.1
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,EAST CENTRAL,60,BULLOCH,31,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,158.8,8.6
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,EAST CENTRAL,60,BURKE,33,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,203.9,3.4
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,EAST CENTRAL,60,CANDLER,43,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,84,11.8
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,EAST CENTRAL,60,EMANUEL,107,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,139.5,8.8
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,EAST CENTRAL,60,JEFFERSON,163,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,204.9,3.6
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,EAST CENTRAL,60,SCREVEN,251,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,179.7,2.0
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,UNION,291,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,148.8,16.7
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,NORTH CENTRAL,20,WALTON,297,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,69.2,21.6
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,NORTHEAST,30,BANKS,11,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,151,13.6
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,NORTHEAST,30,FRANKLIN,119,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,150.9,16.1
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,NORTHEAST,30,HART,147,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,190.7,2.2
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,NORTHWEST,10,BARTOW,15,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,181.2,7.7
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,NORTHWEST,10,CHATTOOGA,55,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,168.3,4.3
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,NORTHWEST,10,GORDON,129,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,150.6,4.3
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,NORTHWEST,10,WHITFIELD,313,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,138.8,3.0
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,SOUTH CENTRAL,80,ATKINSON,3,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,157.8,13.0
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,SOUTH CENTRAL,80,BEN HILL,17,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,228.8,8.2
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,SOUTH CENTRAL,80,BERRIEN,19,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,169.1,11.5
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,SOUTH CENTRAL,80,COFFEE,69,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,171.4,3.7
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,SOUTH CENTRAL,80,COLQUITT,71,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,204.6,4.6
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,SOUTH CENTRAL,80,IRWIN,155,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,184.7,4.2
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,SOUTH CENTRAL,80,LOWNDES,185,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,174.1,13.4
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,SOUTH CENTRAL,80,TIFT,277,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,192.7,4.6
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,SOUTH CENTRAL,80,WILCOX,315,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,182.9,1.6
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,SOUTH CENTRAL,80,WORTH,321,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,183.1,7.7
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,BRANTLEY,25,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,111.6,3.6
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,PIERCE,229,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,166.6,3.9
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,TATTNALL,267,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,168.4,5.1
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,TOOMBS,279,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,177,12.3
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,SOUTHEAST,90,WARE,299,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,137.7,12.6
SURVEY,2021,YEAR,,COUNTY,GEORGIA,13,SOUTHWEST,70,BAKER,7,,,0,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,202.2,5.1
